ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-06-18 16:00:00,1.2492033673479848,-11.941515119299375,11.548876808900273,1.2492033673479848,1.2492033673479848,-0.6279087320601314,-0.6279087320601314,-0.6279087320601314,-0.004157343254754582,-0.004157343254754582,-0.004157343254754582,-0.6237513888053771,-0.6237513888053771,-0.6237513888053771,0.0,0.0,0.0,0.6212946352878533
2025-06-18 17:00:00,1.259706995407234,-10.772782260164359,11.873584719228443,1.259706995407234,1.259706995407234,-0.5399630625134973,-0.5399630625134973,-0.5399630625134973,-0.004075722283099302,-0.004075722283099302,-0.004075722283099302,-0.5358873402303982,-0.5358873402303982,-0.5358873402303982,0.0,0.0,0.0,0.7197439328937366
2025-06-18 18:00:00,1.270210623466483,-11.409441330182307,12.186273435577046,1.270210623466483,1.270210623466483,-0.44413799959666683,-0.44413799959666683,-0.44413799959666683,-0.004136847068148016,-0.004136847068148016,-0.004136847068148016,-0.4400011525285189,-0.4400011525285189,-0.4400011525285189,0.0,0.0,0.0,0.8260726238698162
2025-06-18 19:00:00,1.2807142515257322,-10.803760796031451,12.598477035431584,1.2807142515257322,1.2807142515257322,-0.34275585050141455,-0.34275585050141455,-0.34275585050141455,-0.005406112510634103,-0.005406112510634103,-0.005406112510634103,-0.3373497379907805,-0.3373497379907805,-0.3373497379907805,0.0,0.0,0.0,0.9379584010243176
2025-06-18 20:00:00,1.2912178795849811,-10.251540664295078,12.125936563748647,1.2912178795849811,1.2912178795849811,-0.23692737288724386,-0.23692737288724386,-0.23692737288724386,-0.007658318440357189,-0.007658318440357189,-0.007658318440357189,-0.22926905444688667,-0.22926905444688667,-0.22926905444688667,0.0,0.0,0.0,1.0542905066977373
2025-06-18 21:00:00,1.3017215076442301,-9.862111652782634,13.131814127178355,1.3017215076442301,1.3017215076442301,-0.12626638071845683,-0.12626638071845683,-0.12626638071845683,-0.00910856687606519,-0.00910856687606519,-0.00910856687606519,-0.11715781384239163,-0.11715781384239163,-0.11715781384239163,0.0,0.0,0.0,1.1754551269257734
2025-06-18 22:00:00,1.3122251357034793,-9.276222899427768,12.359418914794325,1.3122251357034793,1.3122251357034793,-0.010191203837210408,-0.010191203837210408,-0.010191203837210408,-0.007730754276848955,-0.007730754276848955,-0.007730754276848955,-0.0024604495603614577,-0.0024604495603614577,-0.0024604495603614577,0.0,0.0,0.0,1.3020339318662688
2025-06-18 23:00:00,1.322728763762728,-10.071547598115187,11.709147560549365,1.322728763762728,1.322728763762728,0.1102553944651057,0.1102553944651057,0.1102553944651057,-0.003095053002114227,-0.003095053002114227,-0.003095053002114227,0.11335044746721992,0.11335044746721992,0.11335044746721992,0.0,0.0,0.0,1.4329841582278338
2025-06-19 00:00:00,1.333232391821977,-9.960072180354073,13.037919379565851,1.333232391821977,1.333232391821977,0.23176021712060438,0.23176021712060438,0.23176021712060438,0.0029682094387972666,0.0029682094387972666,0.0029682094387972666,0.2287920076818071,0.2287920076818071,0.2287920076818071,0.0,0.0,0.0,1.5649926089425814
2025-06-19 01:00:00,1.3437360198812263,-9.738942689755175,13.45188078646515,1.3437360198812263,1.3437360198812263,0.34997814699860846,0.34997814699860846,0.34997814699860846,0.007589090602363686,0.007589090602363686,0.007589090602363686,0.3423890563962448,0.3423890563962448,0.3423890563962448,0.0,0.0,0.0,1.6937141668798348
2025-06-19 02:00:00,1.3542396479404752,-10.034684092201589,13.21456276609508,1.3542396479404752,1.3542396479404752,0.46166092696168803,0.46166092696168803,0.46166092696168803,0.008968965836112619,0.008968965836112619,0.008968965836112619,0.45269196112557536,0.45269196112557536,0.45269196112557536,0.0,0.0,0.0,1.8159005749021633
2025-06-19 03:00:00,1.3647432759997244,-10.787503499946855,13.119393358111646,1.3647432759997244,1.3647432759997244,0.5658635060302906,0.5658635060302906,0.5658635060302906,0.007569372945702977,0.007569372945702977,0.007569372945702977,0.5582941330845875,0.5582941330845875,0.5582941330845875,0.0,0.0,0.0,1.930606782030015
2025-06-19 04:00:00,1.3752469040589734,-9.667044953797486,14.05441265401761,1.3752469040589734,1.3752469040589734,0.6632632820089924,0.6632632820089924,0.6632632820089924,0.005414313801631586,0.005414313801631586,0.005414313801631586,0.6578489682073606,0.6578489682073606,0.6578489682073606,0.0,0.0,0.0,2.038510186067966
2025-06-19 05:00:00,1.3857505321182224,-10.048047096933834,14.24001312040776,1.3857505321182224,1.3857505321182224,0.7543341976444847,0.7543341976444847,0.7543341976444847,0.004248177641453208,0.004248177641453208,0.004248177641453208,0.7500860200030315,0.7500860200030315,0.7500860200030315,0.0,0.0,0.0,2.140084729762707
2025-06-19 06:00:00,1.3962541601774716,-8.800490568321418,14.158918355776809,1.3962541601774716,1.3962541601774716,0.8380722303810891,0.8380722303810891,0.8380722303810891,0.004246024074216225,0.004246024074216225,0.004246024074216225,0.8338262063068728,0.8338262063068728,0.8338262063068728,0.0,0.0,0.0,2.234326390558561
2025-06-19 07:00:00,1.4067577882367206,-9.166611395869046,13.48540300050107,1.4067577882367206,1.4067577882367206,0.9123148298823776,0.9123148298823776,0.9123148298823776,0.004318965685822528,0.004318965685822528,0.004318965685822528,0.907995864196555,0.907995864196555,0.907995864196555,0.0,0.0,0.0,2.3190726181190984
2025-06-19 08:00:00,1.4172614162959698,-7.926206537182084,14.727550704797078,1.4172614162959698,1.4172614162959698,0.9751343920907503,0.9751343920907503,0.9751343920907503,0.003494910200069446,0.003494910200069446,0.003494910200069446,0.9716394818906806,0.9716394818906806,0.9716394818906806,0.0,0.0,0.0,2.39239580838672
